2,0140918705000804020319
2,0140918705000887020312
2,0140918705000905020312
2,0140918705000808020312
2,0140918705000931020312
2,0140918705000816020312
2,0140918705000831020312
2,0140918705000826020312
2,0140918705000825020312
2,0140918705000822020312
2,0140918705000832020312
2,0140918705000990020312
2,0140918705000817020312
2,0140918705000777020312
2,0140918705000842020312
2,0140918705000781020312
2,0140918705000787020312
2,0140918705000912020312
2,0140918705000840020312
2,0140918705000794020312
2,0140918705000849020312
2,0140918705001700020320
2,0140918705000288020318
2,0140918705001196020319
2,0140918705000796020312
2,0140918705000785020312
2,0140918705000903020312
2,0140918705000815020312
2,0140918705000818020312
2,0140918705000823020312
2,0140919405000046020326
2,0140918705000967020312
2,0140918705000839020312
2,0140918705000786020312
2,0140918705000843020312
2,0140918705000819020312
2,0140918705000833020312
2,0140918705000824020312
2,0140918705000814020312
2,0140918705000791020312
2,0140918705000838020312
2,0140918705000928020312
2,0140918705000820020312
2,0140918705000798020312
2,0140918705000930020312
2,0140918705000902020312
2,0140918705000806020312
2,0140918705000782020312
2,0140918705000836020312
2,0140918705001543020313
2,0140918705001544020313
2,0140918705001651020320
2,0140918705001650020320
2,0140918705001542020313
2,0140918705000906020312
2,0140918705000780020312
2,0140918705000797020312
2,0140918705001004020312
2,0140918705000811020312
2,0140918705001534020313
2,0140918705000795020312
2,0140918705000807020312
2,0140918705000932020312
2,0140918705000800020312
2,0140918705000810020312
2,0140918705000813020312
2,0140918705000812020312
2,0140918705000809020312
2,0140918705000929020312
2,0140918705001003020312
2,0140918705000799020312
2,0140918705000778020312
2,0140918705000904020312
2,0140918705000803020312
2,0140918705000911020312
2,0140918705000837020312
2,0140918705000790020312
2,0140918705000848020312
2,0140918705000608020312
2,0140918705001652020320
2,0140918705001701020320
2,0140918705000850020312
2,0140918705000835020312
2,0140918705000913020312
2,0140918705000774020312
2,0140918705000776020312
2,0140918705000927020312
2,0140918705001384020320
2,0140918705001552020313
2,0140918705000888020312
2,0140918705000841020312
2,0140918705000805020312
2,0140918705000802020312
2,0140918705000992020312
2,0140918705000792020312
2,0140918705000793020312
2,0140918705000834020312
2,0140918705000830020312
2,0140918705001002020312
2,0140918705000801020312
2,0140918705000773020312
2,0140918705000844020312
2,0140918705000804020312
2,0140918705000784020312
2,0140918705000907020312
2,0140918705000788020312
2,0140918705000889020312
2,0140918705000601020312
2,0140918705001385020320
2,0140918705001660020320
2,0140918705001386020320
2,0140918705000789020312
2,0140918705000783020312
2,0140918705000779020312
2,0140918705000775020312
2,0140918705000991020312
